"","FeatureName","FeatureType","DateCode","Waste.Management","Tonnes"
"1078","North Lanarkshire","Council Area",2011,"Waste Generated",160246
"1079","Orkney Islands","Council Area",2011,"Waste Generated",10254.7
"1080","Perth and Kinross","Council Area",2011,"Waste Generated",79918.2
"1081","Renfrewshire","Council Area",2011,"Waste Generated",82571
"1082","Scottish Borders","Council Area",2011,"Waste Generated",53821.5
"1083","Shetland Islands","Council Area",2011,"Waste Generated",11792
"1084","South Ayrshire","Council Area",2011,"Waste Generated",58481.2
"1085","South Lanarkshire","Council Area",2011,"Waste Generated",163213.8
"1086","Stirling","Council Area",2011,"Waste Generated",44023.8
"1087","West Dunbartonshire","Council Area",2011,"Waste Generated",41168.5
"1088","West Lothian","Council Area",2011,"Waste Generated",74975.6
"1089","Aberdeen City","Council Area",2012,"Waste Generated",97230.4
"1090","Aberdeenshire","Council Area",2012,"Waste Generated",134707.9
"1091","Angus","Council Area",2012,"Waste Generated",60803.5
"1092","Argyll and Bute","Council Area",2012,"Waste Generated",48509
"1093","City of Edinburgh","Council Area",2012,"Waste Generated",187716.2
"1094","Clackmannanshire","Council Area",2012,"Waste Generated",27736.4
"1095","Dumfries and Galloway","Council Area",2012,"Waste Generated",77709.3
"1096","Dundee City","Council Area",2012,"Waste Generated",70103.1
"1097","East Ayrshire","Council Area",2012,"Waste Generated",58793.4
"1098","East Dunbartonshire","Council Area",2012,"Waste Generated",55233.4
"1099","East Lothian","Council Area",2012,"Waste Generated",52352.5
"1100","East Renfrewshire","Council Area",2012,"Waste Generated",43986.1
"1101","Falkirk","Council Area",2012,"Waste Generated",76111
"1102","Fife","Council Area",2012,"Waste Generated",195595.1
"1103","Glasgow City","Council Area",2012,"Waste Generated",234209.4
"1104","Highland","Council Area",2012,"Waste Generated",126183.4
"1105","Inverclyde","Council Area",2012,"Waste Generated",33248.4
"1106","Midlothian","Council Area",2012,"Waste Generated",42701.2
"1107","Moray","Council Area",2012,"Waste Generated",49883.8
"1108","Na h-Eileanan Siar","Council Area",2012,"Waste Generated",14301.4
"1109","North Ayrshire","Council Area",2012,"Waste Generated",62735.3
"1110","North Lanarkshire","Council Area",2012,"Waste Generated",155836.9
"1111","Orkney Islands","Council Area",2012,"Waste Generated",10232.5
"1112","Perth and Kinross","Council Area",2012,"Waste Generated",75013.8
"1113","Renfrewshire","Council Area",2012,"Waste Generated",82126.1
"1114","Scottish Borders","Council Area",2012,"Waste Generated",52861.3
"1115","Shetland Islands","Council Area",2012,"Waste Generated",10859.4
"1116","South Ayrshire","Council Area",2012,"Waste Generated",57626.8
"1117","South Lanarkshire","Council Area",2012,"Waste Generated",151923.3
"1118","Stirling","Council Area",2012,"Waste Generated",43190.1
"1119","West Dunbartonshire","Council Area",2012,"Waste Generated",38944.4
"1120","West Lothian","Council Area",2012,"Waste Generated",72532.2
"1121","Aberdeen City","Council Area",2013,"Waste Generated",94116.5
"1122","Aberdeenshire","Council Area",2013,"Waste Generated",131809
"1123","Angus","Council Area",2013,"Waste Generated",54258.3
"1124","Argyll and Bute","Council Area",2013,"Waste Generated",49244
"1125","City of Edinburgh","Council Area",2013,"Waste Generated",184360.5
"1126","Clackmannanshire","Council Area",2013,"Waste Generated",26816.9
"1127","Dumfries and Galloway","Council Area",2013,"Waste Generated",75501
"1128","Dundee City","Council Area",2013,"Waste Generated",61485.3
"1129","East Ayrshire","Council Area",2013,"Waste Generated",58282.6
"1130","East Dunbartonshire","Council Area",2013,"Waste Generated",51997.7
"1131","East Lothian","Council Area",2013,"Waste Generated",49334.8
"1132","East Renfrewshire","Council Area",2013,"Waste Generated",44056.7
"1133","Falkirk","Council Area",2013,"Waste Generated",71950
"1134","Fife","Council Area",2013,"Waste Generated",190784.3
"1135","Glasgow City","Council Area",2013,"Waste Generated",227940.4
"1136","Highland","Council Area",2013,"Waste Generated",125679.2
"1137","Inverclyde","Council Area",2013,"Waste Generated",29182.9
"1138","Midlothian","Council Area",2013,"Waste Generated",40177.4
"1139","Moray","Council Area",2013,"Waste Generated",47533
"1140","Na h-Eileanan Siar","Council Area",2013,"Waste Generated",12738.2
"1141","North Ayrshire","Council Area",2013,"Waste Generated",61909.7
"1142","North Lanarkshire","Council Area",2013,"Waste Generated",152724.5
"1143","Orkney Islands","Council Area",2013,"Waste Generated",9923.2
"1144","Perth and Kinross","Council Area",2013,"Waste Generated",74267.4
"1145","Renfrewshire","Council Area",2013,"Waste Generated",78416.7
"1146","Scottish Borders","Council Area",2013,"Waste Generated",51242
"1147","Shetland Islands","Council Area",2013,"Waste Generated",10140.4
"1148","South Ayrshire","Council Area",2013,"Waste Generated",55423.2
"1149","South Lanarkshire","Council Area",2013,"Waste Generated",144734.2
"1150","Stirling","Council Area",2013,"Waste Generated",39922.8
"1151","West Dunbartonshire","Council Area",2013,"Waste Generated",36206.3
"1152","West Lothian","Council Area",2013,"Waste Generated",70473.2
"1153","Aberdeen City","Council Area",2014,"Waste Generated",96129.8
"1154","Aberdeenshire","Council Area",2014,"Waste Generated",131388.6
"1155","Angus","Council Area",2014,"Waste Generated",58892
"1156","Argyll and Bute","Council Area",2014,"Waste Generated",52359
"1157","City of Edinburgh","Council Area",2014,"Waste Generated",189525.4
"1158","Clackmannanshire","Council Area",2014,"Waste Generated",26785.6
"1159","Dumfries and Galloway","Council Area",2014,"Waste Generated",76454.3
"1160","Dundee City","Council Area",2014,"Waste Generated",63737.7
"1161","East Ayrshire","Council Area",2014,"Waste Generated",56391.7
"1162","East Dunbartonshire","Council Area",2014,"Waste Generated",52897.5
"1163","East Lothian","Council Area",2014,"Waste Generated",52659.9
"1164","East Renfrewshire","Council Area",2014,"Waste Generated",46223.6
"1165","Falkirk","Council Area",2014,"Waste Generated",73620.6
"1166","Fife","Council Area",2014,"Waste Generated",188211.9
"1167","Glasgow City","Council Area",2014,"Waste Generated",224488
"1168","Highland","Council Area",2014,"Waste Generated",131227.6
"1169","Inverclyde","Council Area",2014,"Waste Generated",28456.4
"1170","Midlothian","Council Area",2014,"Waste Generated",40726
"1171","Moray","Council Area",2014,"Waste Generated",50901.6
"1172","Na h-Eileanan Siar","Council Area",2014,"Waste Generated",13478.7
"1173","North Ayrshire","Council Area",2014,"Waste Generated",65064.7
"1174","North Lanarkshire","Council Area",2014,"Waste Generated",150308.4
"1175","Orkney Islands","Council Area",2014,"Waste Generated",10567.8
"1176","Perth and Kinross","Council Area",2014,"Waste Generated",74949.2
"1177","Renfrewshire","Council Area",2014,"Waste Generated",80858.2
"1178","Scottish Borders","Council Area",2014,"Waste Generated",49952
"1179","Shetland Islands","Council Area",2014,"Waste Generated",9942.1
"1180","South Ayrshire","Council Area",2014,"Waste Generated",55477.2
"1181","South Lanarkshire","Council Area",2014,"Waste Generated",153491.6
"1182","Stirling","Council Area",2014,"Waste Generated",40554.8
"1183","West Dunbartonshire","Council Area",2014,"Waste Generated",40337.6
"1184","West Lothian","Council Area",2014,"Waste Generated",73498.2
"1185","Aberdeen City","Council Area",2015,"Waste Generated",95240.7
"1186","Aberdeenshire","Council Area",2015,"Waste Generated",130249.6
"1187","Angus","Council Area",2015,"Waste Generated",57608.6
"1188","Argyll and Bute","Council Area",2015,"Waste Generated",51847
"1189","City of Edinburgh","Council Area",2015,"Waste Generated",189573.8
"1190","Clackmannanshire","Council Area",2015,"Waste Generated",26621
"1191","Dumfries and Galloway","Council Area",2015,"Waste Generated",74092.4
"1192","Dundee City","Council Area",2015,"Waste Generated",67182.3
"1193","East Ayrshire","Council Area",2015,"Waste Generated",56374.3
"1194","East Dunbartonshire","Council Area",2015,"Waste Generated",54191.3
"1195","East Lothian","Council Area",2015,"Waste Generated",50906
"1196","East Renfrewshire","Council Area",2015,"Waste Generated",46880.2
"1197","Falkirk","Council Area",2015,"Waste Generated",72329.6
"1198","Fife","Council Area",2015,"Waste Generated",191152.8
"1199","Glasgow City","Council Area",2015,"Waste Generated",221901.6
"1200","Highland","Council Area",2015,"Waste Generated",130780.4
"1201","Inverclyde","Council Area",2015,"Waste Generated",28492.8
"1202","Midlothian","Council Area",2015,"Waste Generated",42076.6
"1203","Moray","Council Area",2015,"Waste Generated",50116.1
"1204","Na h-Eileanan Siar","Council Area",2015,"Waste Generated",14012.7
"1205","North Ayrshire","Council Area",2015,"Waste Generated",64193.4
"1206","North Lanarkshire","Council Area",2015,"Waste Generated",155937.3
"1207","Orkney Islands","Council Area",2015,"Waste Generated",9370.9
"1208","Perth and Kinross","Council Area",2015,"Waste Generated",76186.5
"1209","Renfrewshire","Council Area",2015,"Waste Generated",83058.5
"1210","Scottish Borders","Council Area",2015,"Waste Generated",49847.9
"1211","Shetland Islands","Council Area",2015,"Waste Generated",10249.7
"1212","South Ayrshire","Council Area",2015,"Waste Generated",55652.4
"1213","South Lanarkshire","Council Area",2015,"Waste Generated",151656.4
"1214","Stirling","Council Area",2015,"Waste Generated",41929.3
"1215","West Dunbartonshire","Council Area",2015,"Waste Generated",45088.2
"1216","West Lothian","Council Area",2015,"Waste Generated",73982.3
"1217","Aberdeen City","Council Area",2016,"Waste Generated",96122.7
"1218","Aberdeenshire","Council Area",2016,"Waste Generated",131863.5
"1219","Angus","Council Area",2016,"Waste Generated",58846.9
"1220","Argyll and Bute","Council Area",2016,"Waste Generated",53689
"1221","City of Edinburgh","Council Area",2016,"Waste Generated",193332.7
"1222","Clackmannanshire","Council Area",2016,"Waste Generated",27090.9
"1223","Dumfries and Galloway","Council Area",2016,"Waste Generated",79807.4
"1224","Dundee City","Council Area",2016,"Waste Generated",67998.5
"1225","East Ayrshire","Council Area",2016,"Waste Generated",56434.2
"1226","East Dunbartonshire","Council Area",2016,"Waste Generated",55852
"1227","East Lothian","Council Area",2016,"Waste Generated",50874.4
"1228","East Renfrewshire","Council Area",2016,"Waste Generated",47723.8
"1229","Falkirk","Council Area",2016,"Waste Generated",71783.1
"1230","Fife","Council Area",2016,"Waste Generated",187746.4
"1231","Glasgow City","Council Area",2016,"Waste Generated",216872.6
"1232","Highland","Council Area",2016,"Waste Generated",130959.1
"1233","Inverclyde","Council Area",2016,"Waste Generated",29362.7
"1234","Midlothian","Council Area",2016,"Waste Generated",42636.8
"1235","Moray","Council Area",2016,"Waste Generated",51950.5
"1236","Na h-Eileanan Siar","Council Area",2016,"Waste Generated",14959.6
"1237","North Ayrshire","Council Area",2016,"Waste Generated",63838.2
"1238","North Lanarkshire","Council Area",2016,"Waste Generated",160914
"1239","Orkney Islands","Council Area",2016,"Waste Generated",10348.7
"1240","Perth and Kinross","Council Area",2016,"Waste Generated",78729.9
"1241","Renfrewshire","Council Area",2016,"Waste Generated",83660.9
"1242","Scottish Borders","Council Area",2016,"Waste Generated",51921.2
"1243","Shetland Islands","Council Area",2016,"Waste Generated",9995.6
"1244","South Ayrshire","Council Area",2016,"Waste Generated",56484.6
"1245","South Lanarkshire","Council Area",2016,"Waste Generated",152535.4
"1246","Stirling","Council Area",2016,"Waste Generated",44270.5
"1247","West Dunbartonshire","Council Area",2016,"Waste Generated",44936
"1248","West Lothian","Council Area",2016,"Waste Generated",75437.7
"1249","Aberdeen City","Council Area",2017,"Waste Generated",87786.6
"1250","Aberdeenshire","Council Area",2017,"Waste Generated",127632.2
"1251","Angus","Council Area",2017,"Waste Generated",56277.8
"1252","Argyll and Bute","Council Area",2017,"Waste Generated",50437
"1253","City of Edinburgh","Council Area",2017,"Waste Generated",200720.1
"1254","Clackmannanshire","Council Area",2017,"Waste Generated",27200.8
"1255","Dumfries and Galloway","Council Area",2017,"Waste Generated",76288.6
"1256","Dundee City","Council Area",2017,"Waste Generated",64346.8
"1257","East Ayrshire","Council Area",2017,"Waste Generated",55841.6
"1258","East Dunbartonshire","Council Area",2017,"Waste Generated",56445
"1259","East Lothian","Council Area",2017,"Waste Generated",50611.7
"1260","East Renfrewshire","Council Area",2017,"Waste Generated",47563.6
"1261","Falkirk","Council Area",2017,"Waste Generated",74651.2
"1262","Fife","Council Area",2017,"Waste Generated",178478.4
"1263","Glasgow City","Council Area",2017,"Waste Generated",224524.4
"1264","Highland","Council Area",2017,"Waste Generated",130190.3
"1265","Inverclyde","Council Area",2017,"Waste Generated",27564.8
"1266","Midlothian","Council Area",2017,"Waste Generated",42725.5
"1267","Moray","Council Area",2017,"Waste Generated",51089.9
"1268","Na h-Eileanan Siar","Council Area",2017,"Waste Generated",14453.2
"1269","North Ayrshire","Council Area",2017,"Waste Generated",62954.2
"1270","North Lanarkshire","Council Area",2017,"Waste Generated",156813.1
"1271","Orkney Islands","Council Area",2017,"Waste Generated",10798
"1272","Perth and Kinross","Council Area",2017,"Waste Generated",74788.8
"1273","Renfrewshire","Council Area",2017,"Waste Generated",83526.3
"1274","Scottish Borders","Council Area",2017,"Waste Generated",53471.4
"1275","Shetland Islands","Council Area",2017,"Waste Generated",9754.1
"1276","South Ayrshire","Council Area",2017,"Waste Generated",56771.8
"1277","South Lanarkshire","Council Area",2017,"Waste Generated",151739.6
"1278","Stirling","Council Area",2017,"Waste Generated",40773.9
"1279","West Dunbartonshire","Council Area",2017,"Waste Generated",43551
"1280","West Lothian","Council Area",2017,"Waste Generated",71050.6
"1281","Aberdeen City","Council Area",2018,"Waste Generated",85539.7
"1282","Aberdeenshire","Council Area",2018,"Waste Generated",120518.7
"1283","Angus","Council Area",2018,"Waste Generated",54619.1
"1284","Argyll and Bute","Council Area",2018,"Waste Generated",47972.1
"1285","City of Edinburgh","Council Area",2018,"Waste Generated",193341.3
"1286","Clackmannanshire","Council Area",2018,"Waste Generated",26121.8
"1287","Dumfries and Galloway","Council Area",2018,"Waste Generated",79324.9
"1288","Dundee City","Council Area",2018,"Waste Generated",60772.8
"1289","East Ayrshire","Council Area",2018,"Waste Generated",53147.6
"1290","East Dunbartonshire","Council Area",2018,"Waste Generated",51642.9
"1291","East Lothian","Council Area",2018,"Waste Generated",50134
"1292","East Renfrewshire","Council Area",2018,"Waste Generated",43927.4
"1293","Falkirk","Council Area",2018,"Waste Generated",68570.8
"1294","Fife","Council Area",2018,"Waste Generated",167353.3
"1295","Glasgow City","Council Area",2018,"Waste Generated",245318.1
"1296","Highland","Council Area",2018,"Waste Generated",127880.5
"1297","Inverclyde","Council Area",2018,"Waste Generated",28027.2
"1298","Midlothian","Council Area",2018,"Waste Generated",41889.6
"1299","Moray","Council Area",2018,"Waste Generated",47522.5
"1300","Na h-Eileanan Siar","Council Area",2018,"Waste Generated",14325.3
"1301","North Ayrshire","Council Area",2018,"Waste Generated",61421
"1302","North Lanarkshire","Council Area",2018,"Waste Generated",146175.3
"1303","Orkney Islands","Council Area",2018,"Waste Generated",10220.5
"1304","Perth and Kinross","Council Area",2018,"Waste Generated",71814.9
"1305","Renfrewshire","Council Area",2018,"Waste Generated",81254.8
"1306","Scottish Borders","Council Area",2018,"Waste Generated",52491.1
"1307","Shetland Islands","Council Area",2018,"Waste Generated",9649.2
"1308","South Ayrshire","Council Area",2018,"Waste Generated",55814.5
"1309","South Lanarkshire","Council Area",2018,"Waste Generated",150470.1
"1310","Stirling","Council Area",2018,"Waste Generated",41925.1
"1311","West Dunbartonshire","Council Area",2018,"Waste Generated",41866.4
"1312","West Lothian","Council Area",2018,"Waste Generated",74194
"1313","Aberdeen City","Council Area",2019,"Waste Generated",84642.6
"1314","Aberdeenshire","Council Area",2019,"Waste Generated",122830.3
"1315","Angus","Council Area",2019,"Waste Generated",52541.2
"1316","Argyll and Bute","Council Area",2019,"Waste Generated",46901
"1317","City of Edinburgh","Council Area",2019,"Waste Generated",192069.8
"1318","Clackmannanshire","Council Area",2019,"Waste Generated",25473.5
"1319","Dumfries and Galloway","Council Area",2019,"Waste Generated",76786.5
"1320","Dundee City","Council Area",2019,"Waste Generated",65259.4
"1321","East Ayrshire","Council Area",2019,"Waste Generated",55096.8
"1322","East Dunbartonshire","Council Area",2019,"Waste Generated",52692.1
"1323","East Lothian","Council Area",2019,"Waste Generated",49978.8
"1324","East Renfrewshire","Council Area",2019,"Waste Generated",48608.8
"1325","Falkirk","Council Area",2019,"Waste Generated",70031.9
"1326","Fife","Council Area",2019,"Waste Generated",174977.5
"1327","Glasgow City","Council Area",2019,"Waste Generated",252147.5
"1328","Highland","Council Area",2019,"Waste Generated",124688.5
"1329","Inverclyde","Council Area",2019,"Waste Generated",27698.5
"1330","Midlothian","Council Area",2019,"Waste Generated",40609.9
"1331","Moray","Council Area",2019,"Waste Generated",47186.6
"1332","Na h-Eileanan Siar","Council Area",2019,"Waste Generated",13709.6
"1333","North Ayrshire","Council Area",2019,"Waste Generated",60321.5
"1334","North Lanarkshire","Council Area",2019,"Waste Generated",149976.9
"1335","Orkney Islands","Council Area",2019,"Waste Generated",10427.9
"1336","Perth and Kinross","Council Area",2019,"Waste Generated",74292.6
"1337","Renfrewshire","Council Area",2019,"Waste Generated",81460.5
"1338","Scottish Borders","Council Area",2019,"Waste Generated",52300.1
"1339","Shetland Islands","Council Area",2019,"Waste Generated",9647.7
"1340","South Ayrshire","Council Area",2019,"Waste Generated",52639.7
"1341","South Lanarkshire","Council Area",2019,"Waste Generated",146941.2
"1342","Stirling","Council Area",2019,"Waste Generated",42503.9
"1343","West Dunbartonshire","Council Area",2019,"Waste Generated",39905.3
"1344","West Lothian","Council Area",2019,"Waste Generated",77443.8
"1345","Aberdeen City","Council Area",2020,"Waste Generated",95918.6
"1346","Aberdeenshire","Council Area",2020,"Waste Generated",114951.1
"1347","Angus","Council Area",2020,"Waste Generated",52166.4
"1348","Argyll and Bute","Council Area",2020,"Waste Generated",42567
"1349","City of Edinburgh","Council Area",2020,"Waste Generated",201202.3
"1350","Clackmannanshire","Council Area",2020,"Waste Generated",23221.3
"1351","Dumfries and Galloway","Council Area",2020,"Waste Generated",65038.6
"1352","Dundee City","Council Area",2020,"Waste Generated",63609.5
"1353","East Ayrshire","Council Area",2020,"Waste Generated",52305
"1354","East Dunbartonshire","Council Area",2020,"Waste Generated",54572.8
"1355","East Lothian","Council Area",2020,"Waste Generated",51755.1
"1356","East Renfrewshire","Council Area",2020,"Waste Generated",44360.2
"1357","Falkirk","Council Area",2020,"Waste Generated",77069.2
"1358","Fife","Council Area",2020,"Waste Generated",156150.9
"1359","Glasgow City","Council Area",2020,"Waste Generated",265909.7
"1360","Highland","Council Area",2020,"Waste Generated",109108.8
"1361","Inverclyde","Council Area",2020,"Waste Generated",29009.2
"1362","Midlothian","Council Area",2020,"Waste Generated",42152.7
"1363","Moray","Council Area",2020,"Waste Generated",41520.6
"1364","Na h-Eileanan Siar","Council Area",2020,"Waste Generated",13146.2
"1365","North Ayrshire","Council Area",2020,"Waste Generated",61773.6
"1366","North Lanarkshire","Council Area",2020,"Waste Generated",156611.7
"1367","Orkney Islands","Council Area",2020,"Waste Generated",7676.9
"1368","Perth and Kinross","Council Area",2020,"Waste Generated",77535.1
"1369","Renfrewshire","Council Area",2020,"Waste Generated",84010.7
"1370","Scottish Borders","Council Area",2020,"Waste Generated",50715.5
"1371","Shetland Islands","Council Area",2020,"Waste Generated",9087
"1372","South Ayrshire","Council Area",2020,"Waste Generated",56376.2
"1373","South Lanarkshire","Council Area",2020,"Waste Generated",153658.1
"1374","Stirling","Council Area",2020,"Waste Generated",44504.5
"1375","West Dunbartonshire","Council Area",2020,"Waste Generated",44351.8
"1376","West Lothian","Council Area",2020,"Waste Generated",86217.4
"1377","Aberdeen City","Council Area",2021,"Waste Generated",93748.6
"1378","Aberdeenshire","Council Area",2021,"Waste Generated",117503.2
"1379","Angus","Council Area",2021,"Waste Generated",54058.6
"1380","Argyll and Bute","Council Area",2021,"Waste Generated",49042
"1381","City of Edinburgh","Council Area",2021,"Waste Generated",207203.7
"1382","Clackmannanshire","Council Area",2021,"Waste Generated",23777.4
"1383","Dumfries and Galloway","Council Area",2021,"Waste Generated",65774.5
"1384","Dundee City","Council Area",2021,"Waste Generated",65012
"1385","East Ayrshire","Council Area",2021,"Waste Generated",53328.9
"1386","East Dunbartonshire","Council Area",2021,"Waste Generated",57694
"1387","East Lothian","Council Area",2021,"Waste Generated",53951.9
"1388","East Renfrewshire","Council Area",2021,"Waste Generated",40573.7
"1389","Falkirk","Council Area",2021,"Waste Generated",75817.1
"1390","Fife","Council Area",2021,"Waste Generated",166980.7
"1391","Glasgow City","Council Area",2021,"Waste Generated",258940.8
"1392","Highland","Council Area",2021,"Waste Generated",116065.7
"1393","Inverclyde","Council Area",2021,"Waste Generated",26632
"1394","Midlothian","Council Area",2021,"Waste Generated",43835
"1395","Moray","Council Area",2021,"Waste Generated",42538.7
"1396","Na h-Eileanan Siar","Council Area",2021,"Waste Generated",14125.3
"1397","North Ayrshire","Council Area",2021,"Waste Generated",63049.7
"1398","North Lanarkshire","Council Area",2021,"Waste Generated",161070.4
"1399","Orkney Islands","Council Area",2021,"Waste Generated",9360.8
"1400","Perth and Kinross","Council Area",2021,"Waste Generated",77370.2
"1401","Renfrewshire","Council Area",2021,"Waste Generated",85448
"1402","Scottish Borders","Council Area",2021,"Waste Generated",54561.4
"1403","Shetland Islands","Council Area",2021,"Waste Generated",9625.9
"1404","South Ayrshire","Council Area",2021,"Waste Generated",57828.4
"1405","South Lanarkshire","Council Area",2021,"Waste Generated",164765.1
"1406","Stirling","Council Area",2021,"Waste Generated",43957.6
"1407","West Dunbartonshire","Council Area",2021,"Waste Generated",42505.1
"1408","West Lothian","Council Area",2021,"Waste Generated",87149.5
